infinitive_latin,frequency,infinitive_latin_norm
pazljati,1,pazljati
grofati,1,grofati
smerno,1,smerno
nadirati,1,nadirati
razasipati,1,razasipati
prekoljati,1,prekoljati
pulsirati,1,pulsirati
pomodreti,1,pomodreti
presahnjivati,1,presahnjivati
isprskati,1,isprskati
ludirati,1,ludirati
zapunjivati,1,zapunjivati
čudovišno,1,čudovišno
omamljivati,1,omamljivati
plamteti,1,plamteti
čarati,1,čarati
poimati,1,poimati
nazdravljati,1,nazdravljati
obistiniti,1,obistiniti
razgoračiti,1,razgoračiti
naturiti,1,naturiti
zavrtiti,1,zavrtiti
otpeti,1,otpeti
kukurikati,1,kukurikati
raspadošiti,1,raspadošiti
izvrsno,1,izvrsno
precrći,1,precrći
posoliti,1,posoliti
pos,1,pos
mangupski,1,mangupski
presuditi,1,presuditi
klečnuti,1,klečnuti
dreždjeti,1,dreždjeti
demolirati,1,demolirati
zavodljivo,1,zavodljivo
prvoklasno,1,prvoklasno
dotaknuti,1,dotaknuti
neobrijano,1,neobrijano
kiptelati,1,kiptelati
uzmemiriti,1,uzmemiriti
ćutkiti,1,ćutkiti
prounjkati,1,prounjkati
pomodrijeti,1,pomodrijeti
dozidati,1,dozidati
dograditi,1,dograditi
bratimiti,1,bratimiti
obresti,1,obresti
tuđe,1,tuđe
trepnuti,1,trepnuti
diktirati,1,diktirati
prepatiti,1,prepatiti
nadoliti,1,nadoliti
potrbuške,1,potrbuške
popričekati,1,popričekati
mećavati,1,mećavati
kipariti,1,kipariti
nalazati,1,nalazati
posiviti,1,posiviti
opružiti,1,opružiti
posrkati,1,posrkati
proređivati,1,proređivati
razdanjivati,1,razdanjivati
pokisao,1,pokisao
obnažiti,1,obnažiti
pozlaćivati,1,pozlaćivati
gugutati,1,gugutati
odlišiti,1,odlišiti
prekosutra,1,prekosutra
umanjivati,1,umanjivati
preklatiti,1,preklatiti
stražiti,1,stražiti
nadoknaditi,1,nadoknaditi
šiljatiti,1,šiljatiti
banga,1,banga
uzajamno,1,uzajamno
terasasto,1,terasasto
padašati,1,padašati
rašejati,1,rašejati
zadihano,1,zadihano
otkraviti,1,otkraviti
namicati,1,namicati
prokliti,1,prokliti
polurazrušiti,1,polurazrušiti
ubicati,1,ubicati
produhoviti,1,produhoviti
zakasati,1,zakasati
zviždući,1,zviždući
plamtehati,1,plamtehati
opasivati,1,opasivati
odvagnuti,1,odvagnuti
pročišćavati,1,pročišćavati
izbosti,1,izbosti
premcati,1,premcati
odmamati,1,odmamati
prenadahnuto,1,prenadahnuto
zamesti,1,zamesti
kolati,1,kolati
iskljuvati,1,iskljuvati
severno,1,severno
isprobati,1,isprobati
usvojiti,1,usvojiti
prekoivati,1,prekoivati
uznevereno,1,uznevereno
iskesiti,1,iskesiti
unezvereno,1,unezvereno
bledeti,1,bledeti
vrapcati,1,vrapcati
natprirodno,1,natprirodno
trenuti,1,trenuti
otpočinuti,1,otpočinuti
pakleno,1,pakleno
bogatati,1,bogatati
telegrafski,1,telegrafski
otkidati,1,otkidati
vrteški,1,vrteški
proveravajući,1,proveravajući
osedlati,1,osedlati
momentalno,1,momentalno
šati,1,šati
zaveštavati,1,zaveštavati
prevarantski,1,prevarantski
nanišati,1,nanišati
popucati,1,popucati
zašikljati,1,zašikljati
tapeti,1,tapeti
tamo-ati,1,tamo-ati
dugajlo,1,dugajlo
koščati,1,koščati
zaunjkati,1,zaunjkati
dugajlijati,1,dugajlijati
prinušiti,1,prinušiti
usluživati,1,usluživati
foliti,1,foliti
papreno,1,papreno
nagavšiti,1,nagavšiti
požuteti,1,požuteti
zlokobno,1,zlokobno
ogladneti,1,ogladneti
jadno,1,jadno
politi,1,politi
nagora,1,nagora
rojiti,1,rojiti
meznuti,1,meznuti
okanisati,1,okanisati
latisati,1,latisati
prileteti,1,prileteti
narzati,1,narzati
zaobilaziti,1,zaobilaziti
zabadati,1,zabadati
krčkati,1,krčkati
uprljati,1,uprljati
otpočeš,1,otpočeš
podaviti,1,podaviti
zguliti,1,zguliti
nadvladati,1,nadvladati
rasterivati,1,rasterivati
užagrišati,1,užagrišati
savisati,1,savisati
strovati,1,strovati
dopuzati,1,dopuzati
upropašćavati,1,upropašćavati
postideti,1,postideti
kriomice,1,kriomice
štipkati,1,štipkati
izricati,1,izricati
mešir,1,mešir
prestrogo,1,prestrogo
prinesti,1,prinesti
samrtno,1,samrtno
delati,1,delati
svetlo,1,svetlo
poverov,1,poverov
progledati,1,progledati
povlađivati,1,povlađivati
zagrmeti,1,zagrmeti
njištati,1,njištati
strelovito,1,strelovito
vrludati,1,vrludati
sedehati,1,sedehati
uskovitlati,1,uskovitlati
namiriti,1,namiriti
razotkrivati,1,razotkrivati
krzno,1,krzno
šmicati,1,šmicati
pogružiti,1,pogružiti
dorekati,1,dorekati
svetlučati,1,svetlučati
razrasti,1,razrasti
bdeti,1,bdeti
ratosiljati,1,ratosiljati
inak,1,inak
ustreliti,1,ustreliti
ukebati,1,ukebati
paćenički,1,paćenički
sprdati,1,sprdati
mjaukati,1,mjaukati
ludeti,1,ludeti
nahvaliti,1,nahvaliti
poboljšati,1,poboljšati
čaurlati,1,čaurlati
truliti,1,truliti
uštapati,1,uštapati
zaticati,1,zaticati
kipteti,1,kipteti
izvirati,1,izvirati
mahnitati,1,mahnitati
preplavljivati,1,preplavljivati
potnuno,1,potnuno
raspekmeziti,1,raspekmeziti
dodatno,1,dodatno
inehoticati,1,inehoticati
mesti,1,mesti
poseći,1,poseći
ujestiti,1,ujestiti
orati,1,orati
ušetati,1,ušetati
preplivati,1,preplivati
pritajati,1,pritajati
namršteno,1,namršteno
privati,1,privati
lomatati,1,lomatati
ispuzati,1,ispuzati
odasvud,1,odasvud
narađati,1,narađati
gluvo,1,gluvo
zanemoćati,1,zanemoćati
skapavati,1,skapavati
potruleti,1,potruleti
utanjati,1,utanjati
panj-glavati,1,panj-glavati
uvenuti,1,uvenuti
nejednako,1,nejednako
pregladovati,1,pregladovati
usahnuti,1,usahnuti
piriti,1,piriti
štrecati,1,štrecati
nabreći,1,nabreći
razjediti,1,razjediti
sužnik,1,sužnik
gojiti,1,gojiti
suice,1,suice
drobiti,1,drobiti
zalevati,1,zalevati
pabirčiti,1,pabirčiti
пропрћити,1,proprćiti
присвајати,1,prisvajati
честито,1,čestito
притварати,1,pritvarati
апсити,1,apsiti
решетати,1,rešetati
непоправљиво,1,nepopravljivo
звекетати,1,zveketati
изумети,1,izumeti
сатеривати,1,saterivati
позатварати,1,pozatvarati
наивно,1,naivno
сламати,1,slamati
изварати,1,izvarati
притислати,1,pritislati
гркнути,1,grknuti
усплахирити,1,usplahiriti
учестано,1,učestano
огранити,1,ograniti
сунчати,1,sunčati
кошмати,1,košmati
прикивати,1,prikivati
чмавити,1,čmaviti
дабогме,1,dabogme
очешати,1,očešati
дакако,1,dakako
смрдити,1,smrditi
бенавити,1,benaviti
крепати,1,krepati
размршавати,1,razmršavati
неурачунљиво,1,neuračunljivo
чудовисати,1,čudovisati
поапсити,1,poapsiti
накнадити,1,naknaditi
доклегод,1,doklegod
дина,1,dina
утихнути,1,utihnuti
доподне,1,dopodne
непослушно,1,neposlušno
увидати,1,uvidati
излудети,1,izludeti
прездравити,1,prezdraviti
занемаривати,1,zanemarivati
пашати,1,pašati
глуво,1,gluvo
преучити,1,preučiti
оклеветати,1,oklevetati
опште,1,opšte
блатити,1,blatiti
валијати,1,valijati
уапсити,1,uapsiti
набедити,1,nabediti
опањакати,1,opanjakati
захукатати,1,zahukatati
најежити,1,naježiti
потапшати,1,potapšati
сат-два,1,sat-dva
увераво,1,uveravo
сажижити,1,sažižiti
смршати,1,smršati
потући,1,potući
изручивати,1,izručivati
балзамивати,1,balzamivati
штуро,1,šturo
препродати,1,preprodati
жуставити,1,žustaviti
протоколарно,1,protokolarno
самоуверено,1,samouvereno
грајати,1,grajati
уштинути,1,uštinuti
адети,1,adeti
ћорав,1,ćorav
потрефити,1,potrefiti
набасати,1,nabasati
лапити,1,lapiti
профинити,1,profiniti
промући,1,promući
заташкавати,1,zataškavati
маскирати,1,maskirati
одуљити,1,oduljiti
деверати,1,deverati
обневидити,1,obneviditi
курисати,1,kurisati
наврети,1,navreti
навријети,1,navrijeti
привидати,1,prividati
поранити,1,poraniti
поруменити,1,porumeniti
привити,1,priviti
уранити,1,uraniti
хулити,1,huliti
тјешити,1,tješiti
изазовно,1,izazovno
ужећи,1,užeći
увидјети,1,uvidjeti
онад,1,onad
осенити,1,oseniti
pronositi,1,pronositi
pronesoti,1,pronesoti
potamniti,1,potamniti
snevati,1,snevati
zamoriti,1,zamoriti
narasti,1,narasti
zgrušavati,1,zgrušavati
прогањати,1,proganjati
приклапати,1,priklapati
муринути,1,murinuti
коинути,1,koinuti
узкласати,1,uzklasati
усмеравати,1,usmeravati
инспирисати,1,inspirisati
мрљав,1,mrljav
зајмити,1,zajmiti
махом,1,mahom
осујећивати,1,osujećivati
згрушати,1,zgrušati
изваљивати,1,izvaljivati
закрштавати,1,zakrštavati
јалово,1,jalovo
зазорити,1,zazoriti
туцати,1,tucati
носталгично,1,nostalgično
опчињавати,1,opčinjavati
бројити,1,brojiti
опкорачити,1,opkoračiti
једносмерно,1,jednosmerno
удељивати,1,udeljivati
загорчити,1,zagorčiti
ублаживати,1,ublaživati
означивати,1,označivati
окаљати,1,okaljati
поганути,1,poganuti
закласати,1,zaklasati
засмрдети,1,zasmrdeti
шапутало,1,šaputalo
подругивати,1,podrugivati
поглавито,1,poglavito
заколти,1,zakolti
поуздавати,1,pouzdavati
солидарно,1,solidarno
прибити,1,pribiti
попишати,1,popišati
заљутити,1,zaljutiti
бридети,1,brideti
забугарити,1,zabugariti
оштенити,1,ošteniti
уздети,1,uzdeti
надобијати,1,nadobijati
острвити,1,ostrviti
бочити,1,bočiti
поорати,1,poorati
премлад,1,premlad
гуслати,1,guslati
промуцити,1,promuciti
особеножити,1,osobenožiti
олистајати,1,olistajati
проорати,1,proorati
поткресивати,1,potkresivati
пресахњивати,1,presahnjivati
устезати,1,ustezati
административно,1,administrativno
непристрасно,1,nepristrasno
ожеднети,1,ožedneti
кусати,1,kusati
пресуђивати,1,presuđivati
очас,1,očas
смотати,1,smotati
истрљати,1,istrljati
поклапати,1,poklapati
проказати,1,prokazati
простријети,1,prostrijeti
полусклопити,1,polusklopiti
припитомљавати,1,pripitomljavati
рибарити,1,ribariti
травестити,1,travestiti
причити,1,pričiti
пело,1,pelo
горчити,1,gorčiti
ушмркнути,1,ušmrknuti
нагорети,1,nagoreti
натрашкати,1,natraškati
спучити,1,spučiti
мрешкати,1,mreškati
усисати,1,usisati
проницати,1,pronicati
подупрти,1,poduprti
излучити,1,izlučiti
уденути,1,udenuti
хладовити,1,hladoviti
умарати,1,umarati
ризак,1,rizak
раздељивати,1,razdeljivati
расплести,1,rasplesti
укљештити,1,uklještiti
унешити,1,unešiti
плитати,1,plitati
уписивати,1,upisivati
пометнути,1,pometnuti
зацелити,1,zaceliti
запањисати,1,zapanjisati
одгојити,1,odgojiti
унајмљивати,1,unajmljivati
проистећи,1,proisteći
нашити,1,našiti
згрушавати,1,zgrušavati
натрљати,1,natrljati
расадити,1,rasaditi
проклијати,1,proklijati
збирати,1,zbirati
посипати,1,posipati
пробдети,1,probdeti
прорасти,1,prorasti
жезати,1,žezati
оросити,1,orositi
погибос,1,pogibos
додувати,1,doduvati
прдити,1,prditi
постриглти,1,postriglti
рашчинити,1,raščiniti
наноћи,1,nanoći
удевати,1,udevati
недохватно,1,nedohvatno
духовно,1,duhovno
џилитнути,1,džilitnuti
калемити,1,kalemiti
подреживати,1,podreživati
освећивати,1,osvećivati
разграничити,1,razgraničiti
повиновати,1,povinovati
генерацијски,1,generacijski
сунути,1,sunuti
прелијати,1,prelijati
закопчати,1,zakopčati
отпљунути,1,otpljunuti
исцепити,1,iscepiti
умарширати,1,umarširati
вишеструко,1,višestruko
калити,1,kaliti
премерити,1,premeriti
кума,1,kuma
испржити,1,ispržiti
црвљати,1,crvljati
збудити,1,zbuditi
водоравно1,1,vodoravno1
позаборављати,1,pozaboravljati
потурати,1,poturati
звечати,1,zvečati
скроз,1,skroz
плодити,1,ploditi
удадити,1,udaditi
дословно,1,doslovno
кучнути,1,kučnuti
грдно,1,grdno
изракнути,1,izraknuti
размазати,1,razmazati
учланити,1,učlaniti
однедавно,1,odnedavno
скичати,1,skičati
разгрнути,1,razgrnuti
рашчишћавати,1,raščišćavati
разгртети,1,razgrteti
хонорисати,1,honorisati
дистрибуирати,1,distribuirati
дописати,1,dopisati
открисати,1,otkrisati
појен,1,pojen
раздирати,1,razdirati
ухватисати,1,uhvatisati
почетати,1,početati
одирати,1,odirati
неисцеђено,1,neisceđeno
иллустриссти,1,illustrissti
изнајмљивати,1,iznajmljivati
пробадати,1,probadati
гужвати,1,gužvati
потапати,1,potapati
безизражајно,1,bezizražajno
натурити,1,naturiti
тискати,1,tiskati
приметисми,1,primetismi
подјарити,1,podjariti
одгледати,1,odgledati
лочити,1,ločiti
околишати,1,okolišati
згревати,1,zgrevati
источно,1,istočno
луксузно,1,luksuzno
мало-мало,1,malo-malo
искорачивати,1,iskoračivati
столовати,1,stolovati
удобно,1,udobno
претплаћивати,1,pretplaćivati
укоричити,1,ukoričiti
неславно,1,neslavno
васкрсати,1,vaskrsati
васкрсти,1,vaskrsti
посинкати,1,posinkati
одрешито,1,odrešito
избраздати,1,izbrazdati
зацрнети,1,zacrneti
беспомоћно,1,bespomoćno
подерати,1,poderati
наруменити,1,narumeniti
нагаравити,1,nagaraviti
жифтати,1,žiftati
разболевати,1,razbolevati
помрачивати,1,pomračivati
укртати,1,ukrtati
пролепшавати,1,prolepšavati
необјашњиво,1,neobjašnjivo
онанисати,1,onanisati
ровасити,1,rovasiti
срмати,1,srmati
жуборити,1,žuboriti
укупати,1,ukupati
сплитати,1,splitati
изракљивати,1,izrakljivati
навити,1,naviti
летимично,1,letimično
сажвакати,1,sažvakati
распремити,1,raspremiti
пролетати,1,proletati
предвајати,1,predvajati
лудети,1,ludeti
пишкити,1,piškiti
данима,1,danima
бајати,1,bajati
заципјети,1,zacipjeti
шуљати,1,šuljati
чучнути,1,čučnuti
поспрдно,1,posprdno
предебети,1,predebeti
посрати,1,posrati
присмакати,1,prismakati
разбољевати,1,razboljevati
понајпре,1,ponajpre
просвирати,1,prosvirati
опличати,1,opličati
заблистати,1,zablistati
разлететати,1,razletetati
утледати,1,utledati
нагох,1,nagoh
прегребенати,1,pregrebenati
одселити,1,odseliti
разудати,1,razudati
предсказати,1,predskazati
зажуборити,1,zažuboriti
касало,1,kasalo
залупати,1,zalupati
леводесно,1,levodesno
кинђурити,1,kinđuriti
припалити,1,pripaliti
салетати,1,saletati
ускислити,1,uskisliti
осити,1,ositi
накотрљати,1,nakotrljati
прођишити,1,prođišiti
планирати,1,planirati
услишавати,1,uslišavati
подводити,1,podvoditi
умилостивити,1,umilostiviti
подвести,1,podvesti
пробисати,1,probisati
поспремати,1,pospremati
кореспондирати,1,korespondirati
инвентарисати,1,inventarisati
утакнути,1,utaknuti
намрзнути,1,namrznuti
отурити,1,oturiti
гонетати,1,gonetati
наслепо,1,naslepo
истржати,1,istržati
мањ,1,manj
зачипити,1,začipiti
сућунисати,1,sućunisati
чојити,1,čojiti
надити,1,naditi
омацити,1,omaciti
прикучити,1,prikučiti
ости,1,osti
отклижити,1,otkližiti
попуњавати,1,popunjavati
надредити,1,nadrediti
оплевити,1,opleviti
понекада,1,ponekada
касачити,1,kasačiti
задојити,1,zadojiti
насигурно,1,nasigurno
првенствено,1,prvenstveno
помађарити,1,pomađariti
опарати,1,oparati
цујити,1,cujiti
преживљивати,1,preživljivati
препливати,1,preplivati
развисати,1,razvisati
шкрипутати,1,škriputati
разврчати,1,razvrčati
дадосми,1,dadosmi
рекосми,1,rekosmi
заинтачити,1,zaintačiti
осећи,1,oseći
исповртати,1,ispovrtati
заскичати,1,zaskičati
очито,1,očito
упазити,1,upaziti
трирати,1,trirati
опловити,1,oploviti
налетјети,1,naletjeti
штати,1,štati
финансирати,1,finansirati
крварити,1,krvariti
смешати,1,smešati
кудељати,1,kudeljati
жигосати,1,žigosati
једошити,1,jedošiti
искушати,1,iskušati
назепсти,1,nazepsti
гладно,1,gladno
застршити,1,zastršiti
утрчати,1,utrčati
прегладнети,1,pregladneti
усамљено,1,usamljeno
жолнати,1,žolnati
баснословно,1,basnoslovno
ушмркавати,1,ušmrkavati
позаптивати,1,pozaptivati
заломити,1,zalomiti
бискати,1,biskati
оштрити,1,oštriti
узнети,1,uzneti
сатворити,1,satvoriti
страћити,1,straćiti
зацвокотасати,1,zacvokotasati
набубрести,1,nabubresti
непресушно,1,nepresušno
јадати,1,jadati
сом,1,som
телефонирати,1,telefonirati
утаћи,1,utaći
дођавоти,1,dođavoti
споловило,1,spolovilo
спирати,1,spirati
крстати,1,krstati
измамљивати,1,izmamljivati
одцепљивати,1,odcepljivati
уведошити,1,uvedošiti
веродостојно,1,verodostojno
нагојити,1,nagojiti
плитко,1,plitko
пегавити,1,pegaviti
дотурати,1,doturati
либећи,1,libeći
надговорити,1,nadgovoriti
васпитати,1,vaspitati
унакрст,1,unakrst
канити,1,kaniti
заклити,1,zakliti
ољуштити,1,oljuštiti
уапити,1,uapiti
несагледиво,1,nesagledivo
ивицати,1,ivicati
уширити,1,uširiti
премошћивати,1,premošćivati
истоваривати,1,istovarivati
застрати,1,zastrati
засркнути,1,zasrknuti
свеједнако,1,svejednako
посустати,1,posustati
професионално,1,profesionalno
службовати,1,službovati
зашти,1,zašti
класати,1,klasati
наблизати,1,nablizati
неутешно,1,neutešno
причути,1,pričuti
напрснути,1,naprsnuti
поближити,1,pobližiti
принављати,1,prinavljati
сучелити,1,sučeliti
опстајати,1,opstajati
очекнути,1,očeknuti
скрпити,1,skrpiti
распрснути,1,rasprsnuti
трпко,1,trpko
