type,verb,frequency,prefix,base_verb,derivatives_count
BASE,koloniti,1,,koloniti,1
DERIVATIVE,otkoloniti,1,ot,koloniti,
BASE,toneti,1,,toneti,1
DERIVATIVE,ottoneti,1,ot,toneti,
BASE,barati,1,,barati,1
DERIVATIVE,obarati,7,o,barati,
BASE,obavati,1,,obavati,1
DERIVATIVE,probavati,18,pr,obavati,
BASE,kuniti,1,,kuniti,1
DERIVATIVE,prokuniti,1,pro,kuniti,
BASE,nаći,1,,nаći,1
DERIVATIVE,pronаći,2,pro,nаći,
BASE,krećati,1,,krećati,1
DERIVATIVE,pokrećati,1,po,krećati,
BASE,kaljati,1,,kaljati,1
DERIVATIVE,okaljati,1,o,kaljati,
BASE,rаdili,1,,rаdili,1
DERIVATIVE,odrаdili,1,od,rаdili,
BASE,plešati,1,,plešati,1
DERIVATIVE,proplešati,1,pro,plešati,
BASE,trujati,1,,trujati,1
DERIVATIVE,strujati,40,s,trujati,
BASE,djesti,1,,djesti,1
DERIVATIVE,udjesti,1,u,djesti,
BASE,tkaniti,1,,tkaniti,1
DERIVATIVE,utkaniti,1,u,tkaniti,
BASE,ezbeđivati,1,,ezbeđivati,1
DERIVATIVE,obezbeđivati,501,ob,ezbeđivati,
BASE,nivati,1,,nivati,1
DERIVATIVE,snivati,1,s,nivati,
BASE,opstiti,1,,opstiti,1
DERIVATIVE,uopstiti,1,u,opstiti,
BASE,plasiti,1,,plasiti,1
DERIVATIVE,uplasiti,1,u,plasiti,
BASE,pakirati,1,,pakirati,1
DERIVATIVE,raspakirati,1,ras,pakirati,
BASE,njačiti,1,,njačiti,1
DERIVATIVE,prednjačiti,9,pred,njačiti,
BASE,ispeti,1,,ispeti,1
DERIVATIVE,prispeti,7,pr,ispeti,
BASE,nišaniti,1,,nišaniti,1
DERIVATIVE,nanišaniti,1,na,nišaniti,
BASE,oki,1,,oki,1
DERIVATIVE,otoki,2,ot,oki,
BASE,braditi,1,,braditi,1
DERIVATIVE,obraditi,58,o,braditi,
BASE,pečati,1,,pečati,1
DERIVATIVE,zapečati,2,za,pečati,
BASE,tečati,1,,tečati,1
DERIVATIVE,zatečati,1,za,tečati,
BASE,plijeniti,1,,plijeniti,1
DERIVATIVE,zaplijeniti,1,za,plijeniti,
BASE,šminkati,1,,šminkati,1
DERIVATIVE,našminkati,2,na,šminkati,
BASE,doviti,1,,doviti,1
DERIVATIVE,podoviti,4,po,doviti,
BASE,kalupiti,1,,kalupiti,1
DERIVATIVE,ukalupiti,1,u,kalupiti,
BASE,mačiti,1,,mačiti,1
DERIVATIVE,umačiti,1,u,mačiti,
